06:46:55, 06:55:33, SxS, 08:48, 0:00:10, 0:08:37
06:55:33, 07:04:35, SxS, 08:48, -0:00:04, 0:17:39
19:14:57, 19:22:54, EXP PQ, 08:00, 0:00:02, 0:07:57
19:22:54, 19:28:08, Image, 05:30, 0:00:17, 0:13:11
