06:56:26, 07:06:23, EXP, 10:00, 0:00:02, 0:09:57
07:06:23, 07:12:32, EXP, 06:00, -0:00:06, 0:16:06
07:12:32, 07:12:32, EXP, 06:00, 0:05:53, 0:16:06
07:15:03, 07:19:07, EXP, 04:00, -0:00:03, 0:04:03
07:19:07, 07:25:09, EXP, 06:00, -0:00:05, 0:10:06
07:25:09, 07:31:16, EXP, 06:00, -0:00:12, 0:16:13
07:31:16, 07:37:05, EXP, 06:00, -0:00:00, 0:22:02
