18:46:11, 18:54:09, EXP, 08:00, 0:00:01, 0:07:58
18:54:09, 19:02:09, SxS, 08:00, 0:00:01, 0:15:58
19:02:09, 19:10:10, EXP PQ, 08:00, -0:00:00, 0:23:59
19:10:10, 19:16:21, SxS, 06:18, 0:00:06, 0:30:10
19:16:21, 19:23:09, SxS, 07:00, 0:00:18, 0:36:58
19:23:09, 19:29:55, SxS, 07:00, 0:00:32, 0:43:44
19:29:55, 19:30:52, EXP, 01:00, 0:00:35, 0:44:41
19:52:34, 19:53:34, EXP, 01:00, 0:00:00, 0:00:59
19:53:34, 19:54:24, EXP, 01:00, 0:00:10, 0:01:49
19:54:24, 19:55:24, EXP, 01:00, 0:00:09, 0:02:49
19:55:24, 19:56:23, EXP, 01:00, 0:00:10, 0:03:48
19:57:59, 19:59:03, EXP, 01:00, -0:00:03, 0:01:03
19:59:03, 19:59:52, EXP, 01:00, 0:00:07, 0:01:52
19:59:52, 20:01:57, SxS, 02:00, 0:00:02, 0:03:57
20:01:57, 20:02:42, EXP, 01:00, 0:00:17, 0:04:43
20:02:42, 20:04:53, EXP, 02:00, 0:00:06, 0:06:54
20:04:53, 20:05:45, EXP, 01:00, 0:00:15, 0:07:45
21:37:41, 21:50:56, Image, 13:00, -0:00:15, 0:13:15
21:50:56, 21:51:47, EXP, 01:00, -0:00:06, 0:14:06
21:51:47, 21:52:47, EXP, 01:00, -0:00:06, 0:15:06
21:52:47, 21:54:57, SxS, 02:00, -0:00:16, 0:17:15
22:42:34, 22:43:57, EXP, 01:00, -0:00:22, 0:01:22
22:43:57, 22:45:54, SxS, 02:00, -0:00:19, 0:03:19
22:45:54, 22:48:01, SxS, 02:00, -0:00:27, 0:05:27
22:48:01, 22:56:33, SxS, 08:30, -0:00:29, 0:13:59
22:56:33, 22:58:26, SxS, 02:00, -0:00:21, 0:15:51
