08:26:42, 08:35:21, SxS, 08:48, 0:00:09, 0:08:38
08:35:21, 08:43:25, SxS, 08:00, 0:00:05, 0:16:42
08:43:25, 08:51:40, SxS, 08:00, -0:00:08, 0:24:57
08:51:40, 08:59:44, SxS, 08:00, -0:00:11, 0:33:01
08:59:44, 09:13:09, SxS, 13:18, -0:00:18, 0:46:26
09:13:09, 09:21:11, U-O, 08:00, -0:00:20, 0:54:28
09:21:11, 09:29:14, U-O, 08:00, -0:00:22, 1:02:31
09:29:14, 09:37:07, U-O, 08:00, -0:00:15, 1:10:24
09:37:07, 09:44:45, U-O, 08:00, 0:00:05, 1:18:03
18:53:24, 19:01:16, U-O, 08:00, 0:00:07, 0:07:52
19:01:16, 19:09:09, U-O, 08:00, 0:00:14, 0:15:45
19:09:09, 19:10:13, EXP, 01:00, 0:00:10, 0:16:48
19:10:13, 19:11:18, EXP, 01:00, 0:00:05, 0:17:54
19:11:18, 19:17:16, EXP, 06:18, 0:00:26, 0:23:52
19:50:08, 19:57:13, U-O, 07:00, -0:00:04, 0:07:04
19:57:13, 20:04:17, U-O, 07:00, -0:00:07, 0:14:08
20:04:17, 20:11:12, U-O, 07:00, -0:00:02, 0:21:03
20:11:12, 20:17:57, U-O, 07:00, 0:00:11, 0:27:49
20:17:57, 20:24:47, U-O, 07:00, 0:00:20, 0:34:39
20:24:47, 20:31:54, U-O, 07:00, 0:00:13, 0:41:46
