08:31:05, 08:38:49, SxS, 08:00, 0:00:16, 0:07:43
08:38:49, 08:42:52, EXP, 04:00, 0:00:13, 0:11:46
08:42:52, 08:46:47, EXP, 04:00, 0:00:19, 0:15:41
08:46:47, 08:52:56, EXP, 06:00, 0:00:10, 0:21:50
08:52:56, 09:03:09, Image, 10:18, 0:00:15, 0:32:03
09:03:09, 09:15:21, Image, 11:48, -0:00:08, 0:44:15
