08:19:39, 08:25:39, EXP, 06:00, 0:00:00, 0:05:59
08:25:39, 08:31:28, EXP, 06:00, 0:00:11, 0:11:48
08:31:28, 08:37:32, EXP, 06:00, 0:00:06, 0:17:52
08:37:32, 08:44:01, EXP, 06:00, -0:00:21, 0:24:21
08:44:01, 08:49:53, EXP, 06:00, -0:00:13, 0:30:13
08:49:53, 08:55:47, EXP, 06:00, -0:00:07, 0:36:07
08:55:47, 08:56:36, EXP, 01:00, 0:00:02, 0:36:57
09:01:15, 09:08:08, U-O, 07:00, 0:00:07, 0:06:52
09:08:08, 09:15:01, U-O, 07:00, 0:00:13, 0:13:45
09:15:01, 09:21:52, U-O, 07:00, 0:00:21, 0:20:36
09:21:52, 09:28:44, U-O, 07:00, 0:00:28, 0:27:29
22:48:23, 23:03:34, SxS, 15:00, -0:00:10, 0:15:10
23:03:34, 23:18:31, SxS, 15:00, -0:00:06, 0:30:07
