07:30:17, 07:38:14, SxS, 08:00, 0:00:03, 0:07:56
07:38:14, 07:47:15, SxS, 08:48, -0:00:10, 0:16:58
07:47:15, 07:53:24, EXP, 06:00, -0:00:19, 0:23:07
07:53:24, 07:59:23, EXP, 06:00, -0:00:17, 0:29:05
07:59:23, 08:05:24, EXP, 06:00, -0:00:19, 0:35:06
08:05:24, 08:11:14, EXP, 06:00, -0:00:09, 0:40:57
08:11:14, 08:19:11, EXP, 08:00, -0:00:07, 0:48:54
21:22:01, 21:34:48, SxS, 13:00, 0:00:13, 0:12:46
21:34:49, 21:49:34, SxS, 15:00, 0:00:27, 0:27:32
21:49:34, 22:04:28, SxS, 15:00, 0:00:33, 0:42:26
22:04:28, 22:18:53, SxS, 14:30, 0:00:37, 0:56:52
