18:51:23, 18:55:10, EXP, 04:00, 0:00:13, 0:03:46
18:55:10, 19:02:56, EXP, 08:00, 0:00:26, 0:11:33
19:02:56, 19:08:52, EXP, 06:00, 0:00:30, 0:17:28
20:18:15, 20:24:28, EXP, 06:18, 0:00:04, 0:06:13
20:24:28, 20:33:30, SxS, 09:00, 0:00:02, 0:15:14
