07:21:19, 07:29:18, SxS, 08:00, 0:00:01, 0:07:58
07:29:18, 07:35:25, SxS, 06:00, -0:00:06, 0:14:06
07:35:25, 07:45:46, SxS, 10:00, -0:00:27, 0:24:27
07:45:46, 07:54:19, EXP, 08:00, -0:01:00, 0:33:00
